证券代码,证券简称,行业名称,总市值,区间涨跌幅
002973.SZ,侨银环保,电力及公用事业,"8,659,505,400.00",156.5453
002975.SZ,博杰股份,机械,"15,132,625,928.00",338.9104
002976.SZ,瑞玛工业,电子,"2,582,000,000.00",-4.3139
002977.SZ,天箭科技,国防军工,"9,359,350,000.00",203.9357
002978.SZ,安宁股份,有色金属,"17,764,300,000.00",12.7893
002979.SZ,雷赛智能,机械,"8,898,240,000.00",208.7728
002980.SZ,华盛昌,机械,"6,025,336,346.00",114.3378
002981.SZ,朝阳科技,电子,"2,616,960,000.00",9.4991
002982.SZ,湘佳股份,农林牧渔,"6,576,354,000.00",51.5256
002983.SZ,芯瑞达,电子,"4,273,068,800.00",61.4561
002984.SZ,森麒麟,基础化工,"15,403,650,567.40",-13.1502
002985.SZ,北摩高科,国防军工,"27,441,740,000.00",468.953
002986.SZ,宇新股份,石油石化,"4,012,236,000.00",-37.2811
002987.SZ,京北方,计算机,"7,388,862,948.18",38.6076
002988.SZ,豪美新材,有色金属,"3,403,097,400.00",-7.1746
002989.SZ,中天精装,建筑,"5,471,596,000.00",3.0375
002990.SZ,盛视科技,计算机,"11,023,276,800.00",64.7236
002991.SZ,甘源食品,食品饮料,"7,606,411,809.60",47.4577
002992.SZ,宝明科技,电子,"3,655,965,175.00",-17.6507
002993.SZ,奥海科技,电子,"11,932,800,000.00",70.4986
002995.SZ,天地在线,传媒,"3,090,579,300.00",-1.929
002996.SZ,顺博合金,有色金属,"6,690,360,000.00",25.8464
002997.SZ,瑞鹄模具,汽车,"2,959,632,000.00",-10.2949
002998.SZ,优彩资源,基础化工,"2,911,473,728.00",5.9382
002999.SZ,天禾股份,基础化工,"2,706,252,000.00",14.3757
003000.SZ,华文食品,食品饮料,"5,944,148,600.00",106.8732
003001.SZ,中岩大地,建筑,"2,944,411,953.60",-30.2326
003002.SZ,壶化股份,基础化工,"3,024,000,000.00",27.7027
003003.SZ,天元股份,轻工制造,"2,567,741,600.00",-3.8385
003004.SZ,声迅股份,电子,"2,548,497,600.00",6.7535
003005.SZ,竞业达,计算机,"5,037,120,000.00",3.6649
003006.SZ,百亚股份,轻工制造,"10,223,889,420.00",151.0504
003007.SZ,直真科技,计算机,"2,402,400,000.00",-10.8902
003008.SZ,开普检测,机械,"3,024,000,000.00",-13.6986
003009.SZ,中天火箭,国防军工,"9,900,044,261.23",241.9753
003010.SZ,若羽臣,商贸零售,"3,608,400,256.00",35.45
003011.SZ,海象新材,轻工制造,"4,431,936,200.00",8.5309
003012.SZ,东鹏控股,建材,"16,633,140,000.00",-13.2191
003013.SZ,地铁设计,建筑,"7,124,178,100.00",-7.9111
003015.SZ,日久光电,电子,"4,154,165,338.26",56.2368
003016.SZ,欣贺股份,纺织服装,"3,933,866,974.00",-28.8031
003017.SZ,大洋生物,基础化工,"3,042,600,000.00",22.0751
003018.SZ,金富科技,轻工制造,"3,133,000,000.00",-6.2986
003019.SZ,宸展光电,电子,"3,735,040,000.00",-14.0754
003020.SZ,立方制药,医药,"3,155,318,400.00",2.2516
003021.SZ,兆威机电,机械,"7,097,821,800.00",-38.4857
003022.SZ,联泓新科,基础化工,"16,437,760,000.00",-3.0303
003023.SZ,彩虹集团,轻工制造,"3,304,484,960.00",18.5465
003025.SZ,思进智能,机械,"2,789,533,000.00",12.919
003026.SZ,中晶科技,电子,"3,887,647,200.00",94.85
003027.SZ,同兴环保,电力及公用事业,"3,473,733,600.00",-30.6094
003028.SZ,振邦智能,家电,"3,775,720,000.00",9.9936
003029.SZ,吉大正元,计算机,"3,896,640,000.00",33.0869
003816.SZ,中国广核,电力及公用事业,"127,620,753,497.26",-19.4297
300001.SZ,特锐德,电力设备及新能源,"28,211,281,721.00",64.7406
300002.SZ,神州泰岳,计算机,"10,178,067,396.96",59.2025
300003.SZ,乐普医疗,医药,"48,434,957,180.28",-18.4025
300004.SZ,南风股份,机械,"2,865,561,780.06",-12.7193
300005.SZ,探路者,纺织服装,"5,620,345,902.96",45.8625
300006.SZ,莱美药业,医药,"6,018,707,329.05",32.4043
300007.SZ,汉威科技,电子,"4,553,574,405.24",-4.8719
300008.SZ,天海防务,机械,"9,348,637,609.53",87.1972
300009.SZ,安科生物,医药,"19,866,394,890.75",26.3255
300010.SZ,豆神教育,计算机,"8,561,681,019.42",-23.6251
300011.SZ,鼎汉技术,电力设备及新能源,"3,899,379,701.26",18.1049
300012.SZ,华测检测,机械,"43,826,371,992.48",76.8135
300013.SZ,新宁物流,交通运输,"3,412,689,558.60",-16.9565
300014.SZ,亿纬锂能,电力设备及新能源,"142,420,453,346.60",186.4217
300015.SZ,爱尔眼科,医药,"294,523,678,781.10",135.5449
300016.SZ,北陆药业,医药,"4,682,862,687.72",6.0382
300017.SZ,网宿科技,计算机,"16,533,302,254.96",-29.0026
300018.SZ,中元股份,电力设备及新能源,"3,178,296,452.96",27.6062
300019.SZ,硅宝科技,基础化工,"5,770,930,025.44",74.9041
300020.SZ,银江股份,计算机,"5,252,870,578.86",-4.4093
300021.SZ,大禹节水,建材,"4,377,510,171.63",5.8766
300022.SZ,吉峰科技,机械,"1,878,387,477.20",28.3117
300023.SZ,宝德股份,综合金融,"3,442,402,779.75",49.1781
300024.SZ,机器人,机械,"18,785,284,988.68",-14
300025.SZ,华星创业,通信,"1,932,672,834.62",-12.2568
300026.SZ,红日药业,医药,"13,668,904,508.35",30.9156
300027.SZ,华谊兄弟,传媒,"11,367,152,618.71",-11.6631
300029.SZ,ST天龙,电力设备及新能源,"1,056,000,000.00",-11.1111
300030.SZ,阳普医疗,医药,"3,668,494,282.20",66.6199
300031.SZ,宝通科技,传媒,"7,256,884,634.94",23.6813
300032.SZ,金龙机电,电子,"3,999,784,647.84",33.5121
300033.SZ,同花顺,计算机,"63,162,624,000.00",8.5281
300034.SZ,钢研高纳,国防军工,"15,251,695,071.36",104.5933
300035.SZ,中科电气,机械,"7,376,850,819.52",46.8538
300036.SZ,超图软件,计算机,"8,030,725,510.00",-10.7443
300037.SZ,新宙邦,基础化工,"39,764,753,978.40",167.9247
300038.SZ,数知科技,传媒,"4,605,280,593.39",-54.3101
300039.SZ,上海凯宝,医药,"5,073,100,000.00",-1.2992
300040.SZ,九洲集团,电力设备及新能源,"2,811,138,899.54",34.3263
300041.SZ,回天新材,基础化工,"5,950,568,734.95",37.8377
300042.SZ,朗科科技,计算机,"2,771,532,000.00",-12.9334
300043.SZ,星辉娱乐,传媒,"4,280,042,499.44",-32.407
300044.SZ,赛为智能,建筑,"4,964,949,354.64",-1.6949
300045.SZ,华力创通,国防军工,"5,749,071,934.32",0.4292
300046.SZ,台基股份,电子,"5,232,096,000.00",53.4375
300047.SZ,天源迪科,计算机,"4,732,065,466.24",-6.521
300048.SZ,合康新能,电力设备及新能源,"5,307,235,490.03",98.7552
300049.SZ,福瑞股份,医药,"2,191,232,323.00",9.6053
300050.SZ,世纪鼎利,通信,"3,160,929,850.54",-2.6408
300051.SZ,三五互联,传媒,"1,919,918,122.50",-15.4589
300052.SZ,中青宝,传媒,"2,406,281,402.00",-40.9172
300053.SZ,欧比特,电子,"6,108,776,444.40",-29.9517
300054.SZ,鼎龙股份,基础化工,"17,326,221,975.45",87.7787
300055.SZ,万邦达,电力及公用事业,"5,217,064,434.45",-9.4595
300056.SZ,中创环保,电力及公用事业,"2,424,734,886.47",-5.4135
300057.SZ,万顺新材,轻工制造,"3,419,829,658.05",-15.176
300058.SZ,蓝色光标,传媒,"14,821,675,112.30",5.3097
300059.SZ,东方财富,计算机,"237,636,435,786.69",110.3413
300061.SZ,旗天科技,综合,"3,228,774,484.50",-24.4514
300062.SZ,中能电气,电力设备及新能源,"3,270,960,000.00",96.6946
300063.SZ,天龙集团,传媒,"3,863,540,042.50",64.5367
300064.SZ,ST金刚,建材,"7,039,983,314.80",76.9697
300065.SZ,海兰信,国防军工,"5,904,920,939.05",22.0142
300066.SZ,三川智慧,机械,"4,763,352,339.96",-0.0867
300067.SZ,安诺其,基础化工,"3,932,825,927.84",0.2788
300068.SZ,南都电源,电力设备及新能源,"12,182,528,453.81",31.4471
300069.SZ,金利华电,电力设备及新能源,"1,776,060,000.00",-4.6482
300070.SZ,碧水源,电力及公用事业,"23,924,350,250.64",0.343
300071.SZ,华谊嘉信,传媒,"1,651,610,593.20",-14.2857
300072.SZ,三聚环保,基础化工,"13,463,897,330.46",-8.786
300073.SZ,当升科技,基础化工,"25,915,129,349.82",117.3626
300074.SZ,华平股份,计算机,"2,220,994,464.00",-6.3063
300075.SZ,数字政通,计算机,"5,546,592,581.70",1.6396
300076.SZ,GQY视讯,计算机,"2,115,760,000.00",-14.5548
300077.SZ,国民技术,电子,"4,438,615,400.00",32.4459
300078.SZ,思创医惠,计算机,"7,668,209,130.12",-28.0737
300079.SZ,数码科技,传媒,"6,673,471,385.54",-20.9685
300080.SZ,易成新能,电力设备及新能源,"12,447,980,057.70",16.9202
300081.SZ,恒信东方,通信,"4,836,502,986.64",-9.5945
300082.SZ,奥克股份,基础化工,"6,760,176,108.00",75.741
300083.SZ,创世纪,电子,"16,714,396,155.60",193.2331
300084.SZ,海默科技,机械,"1,596,777,812.70",-7.3317
300085.SZ,银之杰,计算机,"12,606,467,144.40",15.2455
300086.SZ,康芝药业,医药,"2,511,000,000.00",6.0837
300087.SZ,荃银高科,农林牧渔,"12,350,473,037.70",184.0161
300088.SZ,长信科技,电子,"21,562,327,450.12",-13.3094
300089.SZ,文化长城,消费者服务,"2,770,887,571.20",63.6364
300091.SZ,金通灵,电力设备及新能源,"5,228,624,286.50",3.4165
300092.SZ,科新机电,机械,"2,093,654,960.00",24.3583
300093.SZ,金刚玻璃,建材,"1,987,200,000.00",-16.2113
300094.SZ,国联水产,农林牧渔,"4,689,749,956.50",20
300095.SZ,华伍股份,机械,"4,018,122,160.94",78.9826
300096.SZ,易联众,计算机,"3,461,500,000.00",-17.0958
300097.SZ,智云股份,机械,"2,954,748,610.56",7.6761
300098.SZ,高新兴,计算机,"7,055,449,940.00",-32.5464
300099.SZ,精准信息,机械,"4,671,346,785.00",16.1093
300100.SZ,双林股份,汽车,"4,764,835,077.68",95.9866
300101.SZ,振芯科技,国防军工,"8,644,343,400.00",70.2525
300102.SZ,乾照光电,电子,"4,167,268,126.79",24
300103.SZ,达刚控股,机械,"3,347,514,540.00",13.0901
300105.SZ,龙源技术,电力设备及新能源,"2,273,546,880.00",5.8457
300106.SZ,西部牧业,农林牧渔,"2,776,906,553.40",93.8053
300107.SZ,建新股份,基础化工,"3,191,173,681.38",-14.2923
300108.SZ,吉药控股,医药,"2,684,039,136.22",2.2843
300109.SZ,新开源,医药,"4,458,351,965.40",-15.5873
300110.SZ,华仁药业,医药,"5,662,800,183.78",13.7909
300111.SZ,向日葵,电力设备及新能源,"3,762,528,000.00",43.5897
300112.SZ,万讯自控,机械,"2,596,151,484.36",-2.6428
300113.SZ,顺网科技,传媒,"11,587,654,035.60",-34.5138
300114.SZ,中航电测,国防军工,"8,571,934,840.49",27.9423
300115.SZ,长盈精密,电子,"23,520,126,105.00",32.8245
300116.SZ,保力新,电力设备及新能源,"8,861,841,182.79",5.6122
300117.SZ,嘉寓股份,建筑,"2,752,358,400.00",2.6738
300118.SZ,东方日升,电力设备及新能源,"25,174,983,152.13",104.0918
300119.SZ,瑞普生物,农林牧渔,"7,543,803,084.95",30.7931
300120.SZ,经纬辉开,电力设备及新能源,"4,969,917,745.80",69.7207
300121.SZ,阳谷华泰,基础化工,"4,299,009,350.76",69.0864
300122.SZ,智飞生物,医药,"231,504,000,000.00",192.2874
300123.SZ,亚光科技,国防军工,"13,401,489,945.90",75.5719
300124.SZ,汇川技术,电力设备及新能源,"148,240,160,528.00",182.344
300125.SZ,聆达股份,电力设备及新能源,"3,613,454,931.95",-19.9882
300126.SZ,锐奇股份,机械,"2,331,354,792.00",29.0966
300127.SZ,银河磁体,电子,"5,483,793,729.20",-8.1305
300128.SZ,锦富技术,电子,"3,862,227,404.36",-12.1891
300129.SZ,泰胜风能,电力设备及新能源,"5,501,522,408.40",61.3036
300130.SZ,新国都,计算机,"5,610,664,442.98",-33.6537
300131.SZ,英唐智控,电子,"8,919,850,392.84",62.5731
300132.SZ,青松股份,基础化工,"9,226,134,623.96",62.7681
300133.SZ,华策影视,传媒,"10,674,496,102.08",-17.7159
300134.SZ,大富科技,通信,"8,035,704,122.82",-32.1012
300135.SZ,宝利国际,石油石化,"2,414,592,000.00",-0.7167
300136.SZ,信维通信,通信,"36,119,337,256.54",-17.6563
300137.SZ,先河环保,电力及公用事业,"3,554,159,947.50",-14.7584
300138.SZ,晨光生物,食品饮料,"9,996,772,939.02",162.2809
300139.SZ,晓程科技,电子,"2,824,940,000.00",18.6421
300140.SZ,中环装备,电力设备及新能源,"3,046,250,090.76",-33.4888
300141.SZ,和顺电气,电力设备及新能源,"2,673,404,838.00",58.1213
300142.SZ,沃森生物,医药,"59,206,818,106.24",18.2956
300143.SZ,盈康生命,医药,"11,822,294,654.10",95.8511
300144.SZ,宋城演艺,消费者服务,"44,345,210,918.40",-0.6402
300145.SZ,中金环境,机械,"5,962,658,531.60",-10.1295
300146.SZ,汤臣倍健,食品饮料,"37,565,048,363.04",48.9181
300147.SZ,香雪制药,医药,"6,006,205,121.80",3.0049
300148.SZ,天舟文化,传媒,"2,946,857,939.16",-12.1827
300149.SZ,睿智医药,医药,"7,041,856,408.28",6.2594
300150.SZ,世纪瑞尔,计算机,"2,761,700,570.16",12.5643
300151.SZ,昌红科技,机械,"12,537,375,000.00",191.472
300152.SZ,科融环境,电力及公用事业,"2,052,864,000.00",-16.2791
300153.SZ,科泰电源,电力设备及新能源,"2,080,000,000.00",-1.1466
300154.SZ,瑞凌股份,机械,"2,592,409,520.00",4.4417
300155.SZ,安居宝,电子,"3,613,414,503.30",24.4355
300157.SZ,恒泰艾普,综合,"2,670,424,713.75",-7.8624
300158.SZ,振东制药,医药,"5,712,870,309.60",15.8981
300159.SZ,新研股份,机械,"6,527,777,684.76",11.7347
300160.SZ,秀强股份,建材,"4,935,649,335.54",119.419
300161.SZ,华中数控,机械,"2,954,290,922.10",21.7231
300162.SZ,雷曼光电,电子,"2,436,084,909.10",-22.5556
300163.SZ,先锋新材,建材,"1,663,740,000.00",-4.6196
300164.SZ,通源石油,机械,"1,971,956,309.76",-24.6695
300165.SZ,天瑞仪器,机械,"2,401,910,567.00",3.5112
300166.SZ,东方国信,计算机,"11,449,104,965.80",-16.3184
300167.SZ,迪威迅,计算机,"1,444,154,400.00",-11.5809
300168.SZ,万达信息,计算机,"24,487,997,792.44",33.6358
300169.SZ,天晟新材,基础化工,"1,978,724,943.80",6.6784
300170.SZ,汉得信息,计算机,"6,886,491,954.81",-19.6078
300171.SZ,东富龙,医药,"9,902,591,750.40",123.4207
300172.SZ,中电环保,电力及公用事业,"2,962,843,029.50",12.2953
300173.SZ,福能东方,机械,"5,223,899,712.78",-3.6585
300174.SZ,元力股份,基础化工,"4,846,885,547.52",-1.3206
300175.SZ,朗源股份,农林牧渔,"2,146,848,000.00",-24.5364
300176.SZ,派生科技,机械,"2,881,369,152.00",-16.9643
300177.SZ,中海达,计算机,"6,972,490,785.90",15.991
300178.SZ,腾邦国际,消费者服务,"2,503,023,669.58",-18.1452
300179.SZ,四方达,建材,"3,114,272,693.70",8.5533
300180.SZ,华峰超纤,基础化工,"10,372,644,312.95",-33.221
300181.SZ,佐力药业,医药,"3,609,145,348.64",17.8279
300182.SZ,捷成股份,传媒,"8,317,123,406.61",-7.4499
300183.SZ,东软载波,通信,"7,688,563,856.94",15.0937
300184.SZ,力源信息,电子,"5,867,227,945.56",-31.3103
300185.SZ,通裕重工,电力设备及新能源,"12,613,491,562.08",119.4091
300187.SZ,永清环保,电力及公用事业,"4,434,161,135.20",52.3912
300188.SZ,美亚柏科,计算机,"17,060,158,089.00",24.223
300189.SZ,神农科技,农林牧渔,"6,430,720,000.00",73.9612
300190.SZ,维尔利,电力及公用事业,"5,892,918,743.40",11.2417
300191.SZ,潜能恒信,机械,"5,379,200,000.00",-22.1933
300192.SZ,科德教育,消费者服务,"4,185,059,917.35",0.4993
300193.SZ,佳士科技,机械,"3,528,033,117.60",-18.3775
300194.SZ,福安药业,医药,"5,912,870,538.54",-9.4551
300195.SZ,长荣股份,机械,"2,527,622,515.32",-18.2192
300196.SZ,长海股份,建材,"6,931,558,427.84",48.4992
300197.SZ,铁汉生态,建筑,"7,579,419,523.90",5.2288
300198.SZ,纳川股份,建材,"5,302,159,495.60",18.9815
300199.SZ,翰宇药业,医药,"6,070,057,004.80",14.1379
300200.SZ,高盟新材,基础化工,"4,415,733,196.28",34.6295
300201.SZ,海伦哲,汽车,"3,174,810,629.90",-25.2405
300202.SZ,聚龙股份,计算机,"5,033,456,640.00",-17.2418
300203.SZ,聚光科技,电力及公用事业,"5,267,302,536.00",-30.3411
300204.SZ,舒泰神,医药,"4,289,071,241.44",-18.9748
300205.SZ,天喻信息,通信,"4,373,669,520.00",-6.3948
300206.SZ,理邦仪器,医药,"10,459,358,791.08",151.7583
300207.SZ,欣旺达,电子,"46,225,634,559.85",51.1136
300208.SZ,青岛中程,电力设备及新能源,"10,380,228,750.00",92.8969
300209.SZ,天泽信息,计算机,"4,224,608,279.28",-30.1331
300210.SZ,森远股份,机械,"2,111,198,995.08",27.4854
300211.SZ,亿通科技,通信,"1,946,206,506.39",-18.6746
300212.SZ,易华录,计算机,"18,161,568,171.50",0.653
300213.SZ,佳讯飞鸿,通信,"4,131,621,980.64",6.8097
300214.SZ,日科化学,基础化工,"3,525,728,443.92",0.4278
300215.SZ,电科院,电力设备及新能源,"5,414,422,557.18",14.3709
300217.SZ,东方电热,家电,"4,852,011,019.86",57.4545
300218.SZ,安利股份,基础化工,"2,224,116,750.00",31.2182
300219.SZ,鸿利智汇,电子,"7,645,789,864.80",59.292
300220.SZ,金运激光,电子,"2,865,240,000.00",-41.7959
300221.SZ,银禧科技,基础化工,"3,599,548,504.00",40.1051
300222.SZ,科大智能,电力设备及新能源,"7,418,561,422.50",9.8607
300223.SZ,北京君正,电子,"42,625,355,249.77",4.2915
300224.SZ,正海磁材,电子,"10,006,641,983.20",31.1079
300225.SZ,金力泰,基础化工,"7,582,682,150.00",164.0085
300226.SZ,上海钢联,计算机,"12,009,535,998.00",-2.8457
300227.SZ,光韵达,电子,"4,981,771,145.61",40.5028
300228.SZ,富瑞特装,机械,"3,196,204,493.76",33.4646
300229.SZ,拓尔思,计算机,"5,936,899,352.40",-3.3985
300230.SZ,永利股份,基础化工,"4,056,544,023.77",32.3893
300231.SZ,银信科技,计算机,"3,828,587,905.20",5.5185
300232.SZ,洲明科技,电子,"9,115,317,435.52",-6.2412
300233.SZ,金城医药,医药,"6,918,685,637.46",-10.179
300234.SZ,开尔新材,建材,"3,314,028,077.28",2.1492
300235.SZ,方直科技,消费者服务,"2,119,706,666.70",-7.6298
300236.SZ,上海新阳,基础化工,"14,119,724,339.28",75.9164
300237.SZ,美晨生态,建筑,"3,894,234,326.80",2.682
300238.SZ,冠昊生物,医药,"6,628,892,525.00",30.8216
300239.SZ,东宝生物,医药,"3,016,062,424.24",15.4387
300240.SZ,飞力达,交通运输,"2,054,445,795.00",-13.0663
300241.SZ,瑞丰光电,电子,"3,504,099,058.02",-1.6541
300242.SZ,佳云科技,传媒,"3,045,865,075.20",18.8119
300243.SZ,瑞丰高材,基础化工,"3,368,681,339.50",92.0169
300244.SZ,迪安诊断,医药,"20,717,102,503.44",51.4406
300245.SZ,天玑科技,计算机,"2,833,655,736.72",-6.329
300246.SZ,宝莱特,医药,"3,742,774,560.00",67.1458
300247.SZ,融捷健康,家电,"2,178,949,248.23",-4.2403
300248.SZ,新开普,计算机,"4,147,017,306.90",5.5821
300249.SZ,依米康,计算机,"3,364,145,791.86",21.6772
300250.SZ,初灵信息,计算机,"2,298,894,475.90",-18.0392
300251.SZ,光线传媒,传媒,"34,117,866,064.16",-0.9898
300252.SZ,金信诺,国防军工,"5,468,724,557.98",3.4973
300253.SZ,卫宁健康,计算机,"33,864,315,414.48",37.876
300254.SZ,仟源医药,医药,"1,520,566,043.07",-17.7559
300255.SZ,常山药业,医药,"5,759,395,968.48",13.4165
300256.SZ,星星科技,电子,"5,776,356,467.88",-0.1656
300257.SZ,开山股份,机械,"11,522,940,000.00",23.4375
300258.SZ,精锻科技,汽车,"7,313,280,030.54",36.8856
300259.SZ,新天科技,机械,"5,772,480,573.78",13.5855
300260.SZ,新莱应材,机械,"3,708,775,855.59",39.8222
300261.SZ,雅本化学,基础化工,"5,519,763,268.83",34.4084
300262.SZ,巴安水务,电力及公用事业,"2,538,416,926.21",-21.6839
300263.SZ,隆华科技,机械,"6,053,283,672.48",21.3526
300264.SZ,佳创视讯,通信,"1,573,911,000.00",-20.9544
300265.SZ,通光线缆,电力设备及新能源,"4,014,458,756.00",42.9983
300266.SZ,兴源环境,电力及公用事业,"5,193,911,109.24",-5.4131
300267.SZ,尔康制药,医药,"8,745,444,648.80",-17.6366
300268.SZ,佳沃股份,农林牧渔,"1,926,652,000.00",-20.4889
300269.SZ,联建光电,传媒,"2,319,095,255.75",-16.7339
300270.SZ,中威电子,计算机,"1,707,825,997.92",-31.3869
300271.SZ,华宇软件,计算机,"18,949,724,246.14",-8.2983
300272.SZ,开能健康,家电,"2,913,200,918.45",4.5505
300273.SZ,和佳医疗,医药,"4,671,746,882.88",18.0723
300274.SZ,阳光电源,电力设备及新能源,"96,614,803,155.00",532.1438
300275.SZ,梅安森,计算机,"1,646,605,954.00",-21.275
300276.SZ,三丰智能,机械,"5,853,487,598.58",-6.3304
300277.SZ,海联讯,计算机,"3,015,000,000.00",-4.6466
300278.SZ,华昌达,机械,"2,741,071,861.08",6.993
300279.SZ,和晶科技,家电,"2,388,371,429.36",-11.3333
300280.SZ,紫天科技,传媒,"7,594,400,763.84",187.9034
300281.SZ,金明精机,机械,"2,530,298,423.20",0.4766
300282.SZ,三盛教育,消费者服务,"1,725,552,757.55",-40.7565
300283.SZ,温州宏丰,电力设备及新能源,"2,430,193,878.80",24.1306
300284.SZ,苏交科,建筑,"5,770,151,521.20",-25.8409
